"nr";"GEMMA-naam";"GGM-naam";"GEMMA-guid";"GGM-guid";"GEMMA-type";"GGM-uml-type";"archimate_type";"GEMMA-definitie";"GGM-definitie";"GEMMA-toelichting";"GGM-toelichting";"GEMMA-synoniemen";"GGM-synoniemen";"GEMMA-bron";"GGM-bron";"GEMMA-url";"GEMMA-alternate-name";"GEMMA-subtypes";"domein-iv3";"domein-dcat";"Datum-tijd-export"
"1054";"Verkeersbesluit";"Verkeersbesluit";"833312cc-f7d8-4b4c-9e79-b21c8e7597cb";"EAID_3F83DAA3_C37F_42b2_8D35_D75B840172F8";"business-object";"class";"business-object";"Een besluit van een wegbeheerder om een bepaald verkeersteken te plaatsen, te wijzigen of in te trekken of een bepaalde fysieke maatregel te treffen.";"Een besluit van een wegbeheerder om een bepaald verkeersteken te plaatsen, te wijzigen of in te trekken of een bepaalde fysieke maatregel te treffen.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-833312cc-f7d8-4b4c-9e79-b21c8e7597cb";"";"";"2 Verkeer, Vervoer en Waterstaat > Mobiliteit";"";"09072026-00:43:48"
"1055";"";"Verkeersdrempel";"";"EAID_D20F86EE_C4B5_497D_BED0_34B7509121E";"";"class";"";"";"Verhoging in de rijbaan, bedoeld om het gemotoriseerde verkeer met een lage(re) snelheid te laten rijden. Toelichting: Sinds ongeveer 2000 beschikt de Nederlandse wegenbouw over technische mogelijkheden om drempels uit te voeren in een doorlopende asfaltverharding en dan zodanig dat deze een specifieke snelheid uitlokken bij circa 80 procent van het gemotoriseerde verkeer.";"";"";"";"";"";"";"";"";"";"8 Volkshuisvesting, Leefomgeving en Stedelijke Vernieuwing > Beheer Openbare Ruimte";"";"09072026-00:43:48"
"1056";"Verkeerslicht";"Verkeerslicht";"";"EAID_620FF102_974C_43a6_A6A0_79BB71E8580D";"";"class";"business-object";"Lichten die aangeven dat je moet stoppen, dat je mag doorrijden, of die je waarschuwen voor gevaar.";"Lichten die aangeven dat je moet stoppen, dat je mag doorrijden, of die je waarschuwen voor gevaar.";"";"";"";"";"";"";"";"";"";"8 Volkshuisvesting, Leefomgeving en Stedelijke Vernieuwing > Beheer Openbare Ruimte";"";"09072026-00:43:48"
"1057";"Verkeerstelling";"Verkeerstelling";"cb656c23-5e43-4f7d-9c06-ff5351911fdb";"EAID_DBE739FD_EBC4_4650_8A2B_714294A63A73";"business-object";"class";"business-object";"Een onderzoek om inzicht te krijgen in het verkeer, in de hoeveelheid verkeer, de verdeling en de gereden snelheid.";"Een onderzoek om inzicht te krijgen in het verkeer, in de hoeveelheid verkeer, de verdeling en de gereden snelheid.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-cb656c23-5e43-4f7d-9c06-ff5351911fdb";"";"";"2 Verkeer, Vervoer en Waterstaat > Mobiliteit";"";"09072026-00:43:48"
"1058";"Verkooppunt";"Verkooppunt";"9f1dd63c-3407-460d-aef7-56cb6c3c20ad";"EAID_8F05E7BA_E7ED_45d1_9626_C8D7FBDB2F1B";"business-object";"class";"";"Locatie waar iets wordt verkocht";"Locatie waar iets wordt verkocht";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-9f1dd63c-3407-460d-aef7-56cb6c3c20ad";"";"";"3 Economie";"";"09072026-00:43:48"
"1059";"";"Verlaging door boete";"";"EAID_21BB5EF1_DBEF_1C98_AA4A_293A7780C22E";"";"class";"";"";"Een persoon kan vermindering van inkomsten hebben door boete.";"";"";"";"";"";"";"";"";"";"6 Sociaal Domein > Sociaal Domein Generiek";"";"09072026-00:43:48"
"1060";"";"Verlaging door maatregel";"";"EAID_147DA394_B3B3_61F8_2424_293A778066AE";"";"class";"";"";"Een persoon kan vermindering van inkomsten hebben door maatregel.";"";"";"";"";"";"";"";"";"";"6 Sociaal Domein > Sociaal Domein Generiek";"";"09072026-00:43:48"
"1061";"";"VerlengingZaak";"";"EAID_7014565C_F8AF_459a_A2FD_30E8D7F9F0CC";"";"class";"";"";"Gegevens omtrent het verlengen van de doorlooptijd van de behandeling van de ZAAK";"";"";"";"";"";"";"";"";"";"99 Kern > RGBZPlus";"";"09072026-00:43:48"
"1062";"";"Verlengingsgrond";"";"EAID_951AC549_985D_4bdb_BEE0_65AD3C1ED9E2";"";"class";"";"";"Een Verlengingsgrond is een wettelijk erkende reden op basis waarvan de gemeente de inburgeringstermijn van een inburgeringsplichtige kan verlengen, zoals vastgelegd in artikel 7.3, tweede lid, van de Wet inburgering 2021.";"";"•	De standaard inburgeringstermijn is drie jaar, maar deze kan op verzoek van de inburgeringsplichtige worden verlengd als er sprake is van bijzondere omstandigheden.
	•	Wettelijk geldige verlengingsgronden zijn onder andere:
	•	Zwangerschap of bevalling;
	•	Ernstige ziekte of psychische problematiek;
	•	Mantelzorg of zorgtaken;
	•	Detentie;
	•	Andere aantoonbare belemmeringen buiten de eigen wil.
	•	De verlengingsgrond wordt onderbouwd met bewijsstukken en beoordeeld door het college van burgemeester en wethouders.
	•	De aard en duur van de verlengingsgrond bepalen de omvang van de verlenging, die in principe tijdelijk is.";"";"";"";"";"";"";"";"6 Sociaal Domein > Inburgering";"";"09072026-00:43:48"
"1063";"Verlichtingsobject";"Verlichtingsobject";"95a78138-3227-48e1-8499-4bcbba4ab13c";"EAID_8CD4C799_C403_41B6_B409_06D37398E31";"business-object";"class";"business-object";"Paal of mast waaraan openbare verlichting is bevestigd.";"Paal of mast waaraan openbare verlichting is bevestigd.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-95a78138-3227-48e1-8499-4bcbba4ab13c";"";"Lichtmast, Gevelarmatuur";"8 Volkshuisvesting, Leefomgeving en Stedelijke Vernieuwing > Beheer Openbare Ruimte";"";"09072026-00:43:48"
"1064";"Verlof";"Verlof";"9ba143bc-5214-4998-9041-b3dc1c22fe77";"EAID_D04135BF_C2F0_46dd_B332_F1BE36C358EF";"business-object";"class";"business-object";"Een periode waarin iemand toestemming heeft om iets te doen, in het bijzonder om afwezig te zijn.";"Een periode waarin iemand toestemming heeft om iets te doen, in het bijzonder om afwezig te zijn.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-9ba143bc-5214-4998-9041-b3dc1c22fe77";"";"";"9 Interne Organisatie > HR";"";"09072026-00:43:48"
"1065";"";"Verlofaanvraag";"";"EAID_E9DECE41_F7F5_49f1_94B5_63DE941F6094";"";"class";"";"";"Een verzoek om toestemming te krijgen iets te doen, bijvoorbeeld vakantie of studie";"";"";"";"";"";"";"";"";"";"4 Onderwijs > Leerplicht en Leerlingenvervoer";"";"09072026-00:43:48"
"1066";"";"Verlofsoort";"";"EAID_ED741EE1_E773_40e3_B0E6_8D9886EB792F";"";"class";"";"";"Typering van verlof";"";"";"";"";"";"";"";"";"";"9 Interne Organisatie > HR";"";"09072026-00:43:48"
"1067";"";"Vermindering terugvordering";"";"EAID_1A6E0A2E_9431_0F7A_1EAA_263C1D239DF6";"";"class";"";"";"Vermindering terugvordering is het resultaat van een beslissing de terugvordering te verminderen met een zeker bedrag met zekere motivatie. De vermindering terugvordering wordt geadministreerd onder de vordering.";"";"";"";"";"";"";"";"";"";"Inkomen > Terug- en invordering";"";"09072026-00:43:48"
"1068";"";"Vermogenscomponent";"";"EAID_08000E15_8AA2_AE9A_89F0_262C7C061238";"";"class";"";"";"Een *vermogenscomponent* is een **onderdeel van het totale vermogen** van een persoon of huishouden, dat afzonderlijk wordt weergegeven (zoals spaargeld, beleggingen, eigen woning netto of pensioenvermogen).";"";"In statistische en economische analyses wordt vermogen gezien als het **saldo van bezittingen minus schulden** van een persoon of huishouden. Het totale vermogen kan worden opgesplitst in verschillende componenten — bijvoorbeeld financiële tegoeden, effecten, onroerend goed, pensioenvermogen of schulden — die elk afzonderlijk bijdragen aan het geheel. Zo helpt het beschrijven van afzonderlijke vermogenscomponenten bij het analyseren van **de structuur en verdeling van vermogen** binnen de bevolking.";"";"";"";"";"";"";"";"6 Sociaal Domein > Sociaal Domein Generiek";"";"09072026-00:43:48"
"1069";"Verplichting WMO Jeugd";"Verplichting Wmo Jeugd";"7c5fd54e-88dd-4738-95ec-5164d6c6af35";"EAID_EC0FB9CB_B407_49b4_8FCF_8837E7A72DA9";"business-object";"class";"";"";"*Verplichting Wmo Jeugd* is de wettelijke plicht van gemeenten om inwoners ondersteuning, hulp of zorg te bieden wanneer zij dat nodig hebben op grond van de Wet maatschappelijke ondersteuning (Wmo) en de Jeugdwet.";"";"Onder de **Wmo 2015** zijn gemeenten verplicht om **maatschappelijke ondersteuning en jeugdhulp** te bieden aan inwoners die niet op eigen kracht zelfredzaam zijn of ondersteuning nodig hebben om mee te doen in de samenleving. Voor de **Jeugdwet** geldt dat gemeenten verantwoordelijk zijn voor alle vormen van jeugdhulp voor jeugdigen en hun ouders binnen de wettelijke kaders, inclusief begeleiding, opvoedingsondersteuning en behandeling bij psychische of opgroeiproblemen. Deze **verplichting is wettelijk vastgelegd** en geeft gemeenten de taak om passende ondersteuning te realiseren zodra daar behoefte aan blijkt.";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-7c5fd54e-88dd-4738-95ec-5164d6c6af35";"";"";"6 Sociaal Domein > Generiek Jeugd en Wmo";"";"09072026-00:43:48"
"1070";"";"Verrekening";"";"EAID_1EA8771B_DB7F_17D8_8AB8_26A1BD8F6A56";"";"class";"";"";"Bij het vaststellen van de vordering wordt gekeken of de debiteur een uitkering geniet. Er zijn twee soorten situaties van verrekening. inkomstenverrekening waar de inkomsten 6 maanden wordt verrekend met de bijstandsuitkeringverrekening alias inhouding op een uitkering (een soort van loonbeslag) / verrekening in de zin van art. 60 lid 3 en 4 PW.Hier wordt de laatste bedoeld.Verrekening op grond van artikel 60 lid 3 en 4 Participatiewet door de gemeente gaat vóór beslag door een derde (artikel 60 lid 7 Participatiewet). Voor de praktijk betekent dit dat:Een lopend beslag wordt opgeschort zodra de gemeente (op grond van hun invorderingsbevoegdheid) een bedrag gaat verrekenen met de bijstandsuitkering. De beslaglegger wordt van de opschorting op de hoogte gesteld.De verrekening ongewijzigd wordt voortgezet indien nadien beslag door een derde wordt gelegd. De beslaglegger wordt medegedeeld dat het beslag niet uitvoerbaar is in verband met verrekening.Voorwaarde voor verrekening op grond van artikel 60 lid 3 en 4 Participatiewet is dat er een terugvorderingsbesluit of boetebesluit is genomen. Bij verstrekking van bijstand in de vorm van een geldlening kunnen echter de vastgestelde aflossingsbedragen direct worden verrekend op grond van artikel 48 lid 4 Participatiewet. Een terugvorderingsbesluit ingevolge artikel 58 lid 2 onderdeel b Participatiewet is dan dus niet noodzakelijk.Pseudo-verrekening gaat niet voor beslag.Pseudo-verrekening zoals bedoeld in artikel 60a Participatiewet gaat niet voor beslag door een derde onder een andere gemeente (of onder het Uitvoeringsinstituut werknemersverzekeringen of de Sociale verzekeringsbank).Een verrekening is verder te behandelen als een vordering, maar juridisch een ander ding.";"";"";"";"";"";"";"";"";"";"Inkomen > Terug- en invordering";"";"09072026-00:43:48"
"1071";"Versie";"Versie";"3d765f43-c4e8-4556-850b-bb886c528d5d";"EAID_39445166_1EAB_43f8_9F5C_89EA606605EE";"business-object";"class";"";"De versie-aanduiding van een object.";"De versie-aanduiding van een object.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-3d765f43-c4e8-4556-850b-bb886c528d5d";"";"";"9 Interne Organisatie > ICT";"";"09072026-00:43:48"
"1072";"";"VerstrekkingsbeperkingPartieelIngeschrevenNatuurlijkPersoon";"";"EAID_8E090A86_8095_458c_B162_B09982158CD5";"";"class";"";"";"Een INGESCHREVEN NATUURLIJK PERSOON kan voor één of meerdere partijen kiezen voor wie een verstrekkingsbeperking geldt.";"";"";"";"";"";"";"";"";"";"99 Kern > RSGBPlus";"";"09072026-00:43:48"
"1073";"";"Verstrekkingsvorm";"";"EAID_1081AC17_59B0_A2F8_A83C_281C3303651D";"";"class";"";"";"De aard van afgifte van het product aan de burger (of bedrijf). Dit kan bijvoorbeeld zijn als gift, als lening, onder verband van hypotheek, …";"";"";"";"";"";"";"";"";"";"Inkomen > Diensten";"";"09072026-00:43:48"
"1074";"";"Vertrek uit asielzoekerscentrum";"";"EAID_109FA03E_8C65_8EF6_C7F0_2791C1C80AFE";"";"class";"";"";"*Vertrek uit asielzoekerscentrum* is een subtype van **Reden aanvraag** in het GBI-Ontologiemodel dat aangeeft dat een persoon een inkomensdienst aanvraagt omdat hij of zij **recentelijk een asielzoekerscentrum heeft verlaten**, waardoor de financiële situatie is veranderd.";"";"Binnen het GBI-model *Reden aanvraag* functioneert *Vertrek uit asielzoekerscentrum* als een specifieke reden voor het aanvragen van inkomensondersteuning (zoals bijstand). Het duidt op de situatie waarin iemand **niet langer verblijft in een asielzoekerscentrum** en daardoor geen (of onvoldoende) opvang- en leefmiddelen meer heeft, wat kan leiden tot behoefte aan een gemeentelijke inkomensdienst. Gemeenten gebruiken deze reden om administratief gestructureerd vast te leggen **dat de aanleiding voor de aanvraag samenhangt met het beëindigen van verblijf in een AZC**, met mogelijke gevolgen voor huisvesting en levensonderhoud binnen de reguliere systemen.";"";"";"";"";"";"";"";"Inkomen > Reden aanvraag";"";"09072026-00:43:48"
"1075";"";"Vertrouwelijk aanduiding DOCUMENT";"";"EAID_6219C450_09BD_4b0d_887B_911F72EDEF1B";"";"enumeration";"";"";"";"";"";"";"";"";"";"";"";"";"99 Kern > RGBZPlus";"";"09072026-00:43:48"
"1076";"";"Vervalreden BESLUIT";"";"EAID_4FEBD2DA_6129_405c_9164_E27591F1DC44";"";"enumeration";"";"";"";"";"";"";"";"";"";"";"";"";"99 Kern > RGBZPlus";"";"09072026-00:43:48"
"1077";"Vervoerder";"Vervoerder";"d3538832-c621-464d-adc3-3fdf7c6745af";"EAID_613E192A_D0F2_4e67_BE73_51C09197EE3D";"business-object";"class";"business-role";"De hoedanigheid van degene die openbaar vervoer of besloten busvervoer verricht (niet als bestuurder).";"Degene die openbaar vervoer of besloten busvervoer verricht, niet in de hoedanigheid van bestuurder van een auto, bus, trein, metro, tram of een via een geleidesysteem voortbewogen voertuig.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-d3538832-c621-464d-adc3-3fdf7c6745af";"";"";"4 Onderwijs > Leerplicht en Leerlingenvervoer";"";"09072026-00:43:48"
"1078";"";"Vervoermiddel";"";"EAID_CA2AC9CB_D807_42a5_AAEC_FB096C23392B";"";"enumeration";"";"";"Beschikbare of gebruikte vervoermiddelen. Voorbeelden: fiets, openbaar vervoer, auto.";"";"";"";"";"";"";"";"";"";"6 Sociaal Domein > Werk";"";"09072026-00:43:48"
"1079";"Vervoersmiddel";"Vervoersmiddel";"92104ecd-beda-441d-b5fd-b6d2296969d0";"EAID_E8C75DAB_F9AE_4fe2_9114_870434F2EA80";"business-object";"class";"";"Een voertuig dat zich over het land verplaatst.";"Een voertuig dat zich over het land verplaatst.";"";"";"Voertuig";"Voertuig";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-92104ecd-beda-441d-b5fd-b6d2296969d0";"";"";"9 Interne Organisatie > ICT";"";"09072026-00:43:48"
"1080";"";"Vervoersmogelijkheden";"";"EAID_4E17ABC6_7138_4f97_B2F0_22095642A089";"";"enumeration";"";"";"Mate waarin iemand zich kan verplaatsen naar werk of activiteiten.";"";"";"";"";"";"";"";"";"";"6 Sociaal Domein > Werk";"";"09072026-00:43:48"
"1081";"";"Verwerkingsstatus";"";"EAID_12208DB6_AB42_0CA7_E004_26EBD163AF49";"";"enumeration";"";"";"";"";"";"";"";"";"";"";"";"";"Inkomen > Terug- en invordering";"";"09072026-00:43:48"
"1082";"";"Verwijtbare vordering";"";"EAID_11F2FF40_D317_92C3_C4DB_2931225D4B40";"";"class";"";"";"Een vordering is een eis op een persoon, zeg debiteur, die een zeker bedrag terug moet betalen aan de gemeente. Het zijn vorderingen die zijn ingesteld vanwege het niet nakomen van de inlichtingen-plicht waardoor de uitkerende instantie ten onrechte heeft uitbetaald . De oorzaak van een vordering is velerlei, Zie daarvoor de categorie-indeling.Vorderingen kunnen uit meerdere componenten bestaan.Vorderingen kunnen ook onderling in relatie staan, bijvoorbeeld: Een opgelegde boete wegens het schenden van de inlichtingenplicht heeft een relatie met een verwijtbare vordering.Deze type vordering zijn als verbijzonderingen opgenomen, opdat deze relaties expliciet kunnen worden gelegd.";"";"";"";"";"";"";"";"";"";"Inkomen > Terug- en invordering";"";"09072026-00:43:48"
"1083";"Verzoek";"Verzoek";"6f0e6db2-3ca2-48db-a370-9aacdfcd4c29";"EAID_B18119D9_5BF8_498f_B9D3_ECCE7A770012";"business-object";"class";"";"Een vraag aan het bevoegd gezag om een speficieke product of dienst te leveren.";"Een vraag aan het bevoegd gezag om een speficieke product of dienst te leveren.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-6f0e6db2-3ca2-48db-a370-9aacdfcd4c29";"";"";"8 Volkshuisvesting, Leefomgeving en Stedelijke Vernieuwing > Omgevingswet";"";"09072026-00:43:48"
"1084";"VerzoekOmToewijzing";"Verzoek om Toewijzing";"e643dc04-a205-421d-ab23-c6da046b1642";"EAID_9F392B0B_1654_4b4e_9261_F0A90DA1F7BD";"business-object";"class";"";"Verzoek tot toewijzing dat vanuit leverancier (via H10-portal) aan de gemeente wordt gestuurd. Zie https://informatiemodel.istandaarden.nl/2019/views/view_274300.html";"Verzoek tot toewijzing dat vanuit leverancier (via H10-portal) aan de gemeente wordt gestuurd. Zie https://informatiemodel.istandaarden.nl/2019/views/view_274300.html";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-e643dc04-a205-421d-ab23-c6da046b1642";"";"";"6 Sociaal Domein > Generiek Jeugd en Wmo";"";"09072026-00:43:48"
"1085";"Verzuim";"Verzuim";"c024eb06-53f7-4793-91d6-6e249ee119dc";"EAID_610B18E6_B675_4cc0_A883_BAB9D384C668";"business-object";"class";"business-object";"Een afwezigheid van een werknemer van werk.";"Een afwezigheid van een werknemer van werk.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-c024eb06-53f7-4793-91d6-6e249ee119dc";"";"";"9 Interne Organisatie > HR";"";"09072026-00:43:48"
"1086";"Verzuimmelding";"Verzuimmelding";"e623ef14-c4de-498b-9504-5bb6fa4ce0de";"EAID_252C70B1_4E02_4033_B2B5_86F65496D7AB";"business-object";"class";"business-object";"Melding van een school aan de gemeente dat een leerling niet op school verschijnt.";"Een melding dat een leerling niet op school verschijnt. De school moet actie ondernemen naar de leerling (en zijn ouders). Een school moet het verzuim melden bij de gemeente.";"";"";"";"";"";"";"https://gemmaonline.nl/index.php/GEMMA/id-e623ef14-c4de-498b-9504-5bb6fa4ce0de";"";"";"4 Onderwijs > Leerplicht en Leerlingenvervoer";"";"09072026-00:43:48"
"1087";"";"Verzuimsoort";"";"EAID_0060D931_6BBA_480d_ADCA_0A74908C39A4";"";"enumeration";"";"";"";"";"";"";"";"";"";"";"";"";"4 Onderwijs > Leerplicht en Leerlingenvervoer";"";"09072026-00:43:48"
"1088";"";"Verzuimsoort";"";"EAID_45900108_585D_45ec_A042_BF4928B7F6DC";"";"class";"";"";"Typologie van verzuim";"";"";"";"";"";"";"";"";"";"9 Interne Organisatie > HR";"";"09072026-00:43:48"
"1089";"Vestiging";"Vestiging";"b403d1ab-a0ee-4ca0-befa-01bbc54bf403";"EAID_B60B8EF9_D1C0_4e36_BF9B_1C16F92518DD";"business-object";"class";"business-object";"Locatie waar een onderneming of rechtspersoon duurzaam activiteiten uitoefent, geïdentificeerd met vestigingsnummer.";"Een gebouw of complex van gebouwen waar duurzame uitoefening van de activiteiten van een onderneming of rechtspersoon plaatsvindt.";"";"Ofschoon de definitie in het NHR doet vermoeden dat het hier om een ruimtelijk object gaat, beschouwen we een VESTIGING in het RSGB als een specialisatie van SUBJECT. De toelichting in de catalogus NHR lijkt dit te bevestigen:
“De vestiging van een onderneming of een maatschappelijke activiteit (type niet onderneming) moet men opvatten als een (kleinste eenheid) bundeling van economische activiteiten. De vestiging is een combinatie van activiteiten en locatie. Wisseling van zowel de activiteiten als de locatie maakt dat er sprake is van een nieuwe vestiging. In de toekomstige situatie is er een eenduidige verwijzing naar een adresseerbaar object (een ligplaats, standplaats of verblijfsobject (BAG)) voor het bezoekadres. Als er sprake is van een inschrijfplichtige onderneming maar het adresseerbare object is nog niet bekend, omdat bijv. een bedrijfspand nog gebouwd wordt of er vanuit huis gewerkt wordt, kan als adres het woonadres (van de eigenaar) worden genomen. 
De vestiging kan aldus verhuizen, heeft een bezoekadres en een postadres en een naam. Allemaal zeer ongewone aspecten voor een locatie c.q. gebouwd object. Het lijkt dan ook meer weg te hebben van een subject (die activiteiten uitvoert) in een gebouwd object. Dit wordt versterkt doordat het wenselijk is bij het registreren van de WOZ-belanghebbende of een vergunningaanvraag een contactpersoon vast te leggen: iemand die werkzaam is in een vestiging (een NNP kent geen medewerkers) en voor dat geval optreedt als vertegenwoordiger van de vestiging van de onderneming/NNP.
De definitie beperkt de locaties van VESTIGINGen tot gebouwen, In het RSGB gaan we er van uit dat een VESTIGING haar activiteiten ook kan uitoefenen op een STANDPLAATS, op een LIGPLAATS, op een  OVERIG BENOEMD TERREIN of in een OVERIG GEBOUWD OBJECT. VESTIGING overerft gegevens van de generalisatie SUBJECT. Onder meer zijn dat de Datum begin geldigheid en Datum einde geldigheid voor resp. Datum in gebruikname en Datum beëindiging in het NHR. Ook het buitenlands adres indien een vestiging verplaatst wordt naar het buitenland.";"";"";"NHR";"";"https://gemmaonline.nl/index.php/GEMMA/id-b403d1ab-a0ee-4ca0-befa-01bbc54bf403";"";"";"99 Kern > RSGBPlus";"";"09072026-00:43:48"
